variant_id,question,answer
20_prompt05_s01,"A school organizes students into 4 disjoint classes. Knowing is mutual and only occurs between students in different classes (there may be acquaintances and non-acquaintances between any two students in different classes). The following uniform intersection property holds:
- For any two students u and v chosen from two distinct classes, and for any third class, there are exactly 162 students in that third class who know both u and v, and exactly 72 students in that third class who know neither u nor v.
- Additionally, there is a regularity condition: every student knows exactly the same number d of students in each other class (d is the same for all students and for all target classes), but d is not given.
Determine the total number of students across all classes.",1800
21_prompt01_s01,"In a math contest, positive integers x, y, z satisfy the system:
1) x^2 - 3 y^4 = z,
2) 3 z^4 + \dfrac{\displaystyle\sum_{k=1z+1}^{(1+1)z} \frac{2}{k}}{\displaystyle\sum_{k=0}^{z-1} \frac{1}{\left(k+1z+1\right)\left((1+1)z-k\right)}} = \dfrac{\displaystyle\sum_{i=1\cdot300129581589202302+1}^{(1+1)\cdot300129581589202302} \frac{2}{i}}{\displaystyle\sum_{i=0}^{300129581589202302-1} \frac{1}{\left(i+1\cdot300129581589202302+1\right)\left((1+1)\cdot300129581589202302-i\right)}}.
Find the maximum possible value of x + y + z.
After solving the above problem, please output your final answer in the following format:
### The final answer is: $\boxed{<your answer>}$",23570
22_prompt05_s01,"Let nonnegative reals \(x_1, x_2\) and a nonnegative real \(c\) satisfy \(x_1+x_2+c>\sqrt{13}\) and \(x_1+x_2>0\). Determine the minimum value, correct to 10 decimal places, of

\[
\frac{\left(\prod_{i=1}^{2}(10+x_i^2)\right)\left(49+6(3c)^2+4(3c)\sqrt{3+3(3c)^2}\right)}{\left(7\sqrt{3}(3c)+14\sqrt{1+(3c)^2}\right)(x_1+x_2)}.
\]",90.4176920326
23_prompt03_s01,"Let p=1901 be a prime with p ≡ 5 (mod 8). Define sequences (r_n) and (s_n) by r_0=1, s_0=0 and r_{n+1}=2 r_n + 3 s_n, s_{n+1}=r_n + 2 s_n, so that r_n + s_n\sqrt{3} = (2+\sqrt{3})^n. For the upper bound B=1297, consider all integer triples (x, y, n) with n odd and 1 ≤ n ≤ B that satisfy the Diophantine constraint x^3 + 1 = 2 p y^2 together with congruences r_n ≡ 2 (mod 8) and s_n ≡ -1 (mod p). Let V be the maximum possible value of x + y + n over all such triples. Determine V exactly (you may express it as an integer).",1266
24_prompt02_s01,"Real numbers a_1, a_2, ..., a_7 satisfy the two constraints: (i) sum_{k=1}^7 |a_k| = 270, and (ii) sum_{k=1}^7 k|a_k| = 450. Determine the minimum possible value of sum_{k=1}^7 a_k^2.",28350
25_prompt01_s01,"In a math contest, there are 3 distinct shift values given by the list [13, 33, 27]. For positive integers a and b with gcd(a,b)=1 and a>1, define N_i = a/b + (a + k_i)/(b + k_i) for each k_i in the list. Among all such choices of a and b that make every N_i an integer simultaneously, determine the minimal possible value of the sum N_1 + N_2 + N_3. Provide the exact integer.",1499
26_prompt02_s01,"In a number theory contest, fix integers m=17, n=17, k=15 (each at least 2) and an upper bound U=25. Consider the ordered triples (r, s, t) of positive integers with r, s, t ≤ U that satisfy the exponential Diophantine equation 2^(m r) + 2^(n s) = 2^(k t). It is guaranteed that gcd((m n)/gcd(m, n), k) = 1 for the given parameters. Determine the exact number of such triples (r, s, t).",2
27_prompt01_s02,"Consider all integer triples (x, y, z) with x ≤ y ≤ z and |x|, |y|, |z| ≤ 20 that satisfy the Diophantine surface
x^2 + y^2 + z^2 + 3(xy + yz + zx) + 7(x + y + z) + 1 = 0,
and in addition meet the congruence filter x + 2y + 3z ≡ 3 (mod 4). How many such triples are there?",7
28_prompt07_s01,"For k ≥ 2, define f_{>h}(k) to be the product of the distinct prime factors of k that are strictly greater than 24 (by convention f_{>h}(1)=1, though 1 is not used here). Consider polynomials P(x) with rational coefficients such that all coefficients of 152881·P(x) are integers. Suppose 31 ≤ P(44) ≤ 53, and there are infinitely many positive integers n for which P(n) = f_{>h}(n). Determine the number of polynomials P(x) that satisfy these conditions.",7
29_prompt02_s05,"In a math contest, 251 students explore a geometry–algebra hybrid. Let 251 be a prime greater than 100 with 251 \equiv 3 \pmod{8}. For complex numbers z_n (1 \le n \le 251), both the real and imaginary parts are nonzero. For each n, let d_n be the perpendicular distance from the point (n, |z_n|) to the line y = \tfrac{13}{8}x + 225, where \gcd(13,8)=1. A student then selects one index n at random with probability proportional to n; that is,
P[n]=\dfrac{n}{\sum_{m=1}^{251} m}.
Let p be the probability that the modulus |z_n| is a positive integer.

Suppose the following identity holds:
\[
\left(251-\sum_{i=1}^{251} i^{d_i}\right)^2+
\left(251-\sum_{i=1}^{251} i^{2d_i}\right)^2+
\left(251-\sum_{i=1}^{251} i^{3d_i}\right)^2=0.
\]

Among all choices of the complex numbers \{z_n\} consistent with the conditions, determine the maximum value of p, expressed in simplest form.",63/502
3_prompt03_s05,"In a math contest, there are 27 benchmarks to test a student's mastery of inequalities with ordered sequences. For each positive integer n in the set {1,2,...,27}, consider all nondecreasing sequences of positive reals a_1 \le a_2 \le \cdots \le a_n satisfying the balancing condition \sum_{k=1}^n a_k = \sum_{k=1}^n \frac{1}{a_k}. Fix the rational parameter \theta = \frac{1}{2}. Determine the complete set of all such n for which the inequality \prod_{k=1}^n a_k^{\,k + \theta} \ge 1 holds for every admissible sequence. After solving, please output the set (completely enumerating all elements) as your final answer in the format:\n### The final answer is: $\\boxed{\\{\\text{list all valid } n\\}}$","### The final answer is: $\boxed{\{1, 2\}}$"
30_prompt02_s05,"Let 199 and 67 be distinct primes, and let residues 56, 37, and 3420 be given integers. Consider positive integers p and q satisfying the congruences: p ≡ 56 (mod 199), q ≡ 37 (mod 67), and p ≡ 3420 (mod q^2). Let {a_n}, {b_n}, {c_n} be periodic sequences of rational numbers (of some period) such that for all n: [4 b_n + 1 - 3 sin(π a_n)]^2 + [4 c_n - 1 + 3 sin(π a_n)]^2 = 0, and |∑_{i=1}^{p} b_i^3| + |∑_{i=1}^{q} c_i^3| + |p − 3 ∑_{i=1}^{p} b_i| + |q − 3 ∑_{i=1}^{q} c_i^2| = 0. Among all such p, q and sequences, determine the minimum possible value of ⌈S⌉, where S = p + q + 2 a_p^2 + b_q^2 + c_{p+q}^2 + (a_p + a_{q−1})^2 + (b_p + c_q)^2.",442207
31_prompt01_s01,"In a math contest, 1527 distinct points (a_i,b_i) with 1 ≤ i ≤ 1527 lie on the curve 3x^2 + 3y^2 = 40 + 4xy + 2(x+y)|x-y|. Let d_i be the distance from (a_i,b_i) to the line x + y = 14. For this configuration, it is known that all distances satisfy d_i ∈ [7.0710678118654755, 12.727922061357857].

Define the mapping G(m) = -4 + 0.5596080854789307 + 3·((m - 7.0710678118654755)/(12.727922061357857 - 7.0710678118654755)) + \sqrt{2}·1.1841010013380535·t(1 - t)(t - 1/2), where t = ((m - 7.0710678118654755)/(12.727922061357857 - 7.0710678118654755)). For each i, set r_i = ⌊G(d_i)⌋ (greatest integer ≤ G(d_i)).

It is given that \sum_{i=1}^1527 r_i = -5626 and \sum_{i=1}^1527 r_i^2 = 21548.

Find the maximum possible value of \sum_{i=1}^1527 r_i^4.

After solving the above problem, please output your final answer in the following format:
### The final answer is: $\boxed{<your answer>}$
Example:
### The final answer is: $\boxed{123}$
The final answer should be given as precisely as possible (using LaTeX symbols such as \sqrt, \frac, \pi, etc.). If the final answer involves a decimal approximation, it must be accurate to at least four decimal places.",333332
32_prompt06_s01,"Let x and y be positive rational numbers that satisfy the identity:
2 + sqrt(1 - 2 y) = y + ( -6 x + 315/152 + 315/152 sqrt(1 - 2 x) ) / ( 1 + sqrt(1 - 2 x) ) + cbrt( (1 + x^2)/2 + (1/6) * sqrt( 9 + 18 x^2 + 9 x^4 + (4/3) x^6 ) ) + cbrt( (1 + x^2)/2 - (1/6) * sqrt( 9 + 18 x^2 + 9 x^4 + (4/3) x^6 ) ).
Here cbrt denotes the real cube root. Given that kx and ky are both positive integers, find the minimum value of the positive integer k.
After solving the above problem, please output your final answer in the following format:
### The final answer is: $\boxed{<your answer>}$",2888
33_prompt02_s01,"An album contains 45 photos, each showing three people, subject to the following conditions: (1) In each photo, the person on the left is a full brother of the person in the middle, and the person on the right is the daughter of the person in the middle. (2) The person in the middle is different in each of the 45 photos. (3) No two people who appear in the album have a child in common. Additionally, any individual may appear as the left brother in at most 3 photos across the entire album. What is the minimum number of distinct people that must appear in this album?

After solving the above problem, please output your final answer in the following format:
### The final answer is: $\boxed{<your answer>}$
Example:
### The final answer is: $\boxed{123}$
The final answer should be given as precisely as possible.",76
34_prompt02_s01,"In a math contest, you are given positive integers \(a=57\), \(b=7\), and \(c=2\). Determine the maximal constant \(C_{\max}\) such that for all real numbers \(x, y, z\) satisfying \(x+y+z=0\), the inequality

\[
a+b\,|xy+yz+zx|+c\,|xyz|\ge C_{\max}\,(|x|+|y|+|z|)
\]

holds.

After solving, please output your final answer in the following format:
### The final answer is: \boxed{<your answer>}
The final answer should be given as precisely as possible (using LaTeX symbols such as \(\sqrt{}\), \(\frac{}{}\), \(\pi\), etc.). If the final answer involves a decimal approximation, it must be accurate to at least four decimal places.",19.4649270290
35_prompt01_s01,"Generalized take-and-split game with equalization. Fix an odd integer base 17 (with 17 >= 3). A positive integer n not exceeding 782026953426 is initially written on a blackboard. Two players alternate moves, with Player 1 going first. A move consists of selecting a pile of size k > 1 and replacing it by 17 nonnegative integers whose sum is k and whose pairwise differences are at most 1. Equivalently, if k = 17 q + r with 0 <= r < 17, then the move replaces k by r copies of q+1 and 17-r copies of q. Piles of size 0 or 1 cannot be split. The game ends when no move is possible; the player who makes the last move wins. Assuming optimal play, let us say that a starting value n is winning if Player 1 wins when starting from n. How many starting values n in {1, 2, ..., 782026953426} are winning? After solving, report: ### The final answer is: \boxed{<your answer>}.",167999491704
36_prompt02_s01,"On a 33×31 board, each square holds a black or white stone. An operation consists of selecting a single row and a single column and flipping the color of every stone in the selected row or the selected column (the intersection stone is flipped exactly once). Determine the smallest integer n such that there exists an initial arrangement of stones for which no sequence of such operations can produce a board with at least n black stones. Your answer should be exact.",993
37_prompt01_s01,"Geometry challenge. In triangle ABC with side lengths BC = 35, CA = 33, and AB = 16, let J be the excenter opposite B. On the circumcircle of triangle ABC, let M_b and M_c be the midpoints of the arcs AC and AB not containing B and C, respectively. Let S_b be the point of the circumcircle, distinct from B, such that JS_b is perpendicular to BS_b, and let S_c be the point of the circumcircle, distinct from C, such that JS_c is perpendicular to CS_c. Define H_a to be the intersection of lines M_bS_c and M_cS_b. Show that H_a lies on line AC, and find the exact value of AH_a.","H_a lies on the extension of AC beyond A, with \(\overrightarrow{AH_a}=-\frac{104}{15}\overrightarrow{AC}\). Hence \(AH_a=\frac{1144}{5}\)."
38_prompt01_s02,"In \(\mathbb{R}^6\), consider 6 open convex sets \(K_1,\dots,K_6\). A point \(p\) is called encapsulated if \(p\notin \bigcup_{i=1}^6 K_i\) and there exists \(r>0\) such that every point of \(B(p,r)\setminus\{p\}\) lies in at least one of the sets \(K_i\). Let \(S\) be the set of all encapsulated points, and define \(f(6,6)=\max |S|\) over all choices of the 6 open convex sets. Determine the exact value of \(f(6,6)\).",0
39_prompt01_s05,"Let an overpartition of a positive integer be a non-increasing sequence of positive integers in which, for each distinct part size, the first occurrence may be marked as overlined. For the given parameters n = 33, l = 4, r = 2, and s = 5, consider the family F_{l,r,s}(n) counting overpartitions of weight n subject to all of the following constraints:
- No non-overlined part may be divisible by l.
- If a part size i is divisible by l, it may appear at most once and it must be overlined (if it appears at all).
- If a part size i is not divisible by l, its total multiplicity is at most r. If it appears at least once, its first occurrence may be overlined according to the rule: only odd sizes may be overlined.
- Exactly s distinct part sizes are overlined in the partition (equivalently: the total number of overlined parts equals s, since at most one overline is permitted per size).
Compute F_{l,r,s}(n) modulo 32. Provide your final answer precisely as: The final answer is: <integer>.",The final answer is: 20.
4_prompt01_s01,"In a math contest, 14 students independently choose numbers \(x_1, x_2, \dots, x_{14}\), where each \(x_i\) must be either \(0\) or \(1\). Before any choices are made, you may select any twice-differentiable function \(f:[0,1] \to \mathbb{R}\). The contest uses fixed positive integer weights \(w_1, w_2, \dots, w_{14}\), which are given as the list \([62, 24, 96, 76, 12, 10, 28, 94, 26, 58, 18, 80, 20, 84]\). Your goal is to minimize, over all admissible choices of \(f\), the worst-case absolute error

\[
M = \max_{(x_1,\ldots,x_{14})\in\{0,1\}^{14}} \left|\sum_{i=1}^{14} f(x_i) - \left(\sum_{i=1}^{14} w_i x_i\right)^2\right|.
\]

Determine the exact minimum possible value of \(M\) for the provided weights, and present your result in the format:
### The final answer is: \(\boxed{<your answer>}\).",149126.000000
40_prompt01_s04,"On a circular table with 176 cups labeled 0 through 175, all initially upright, you may perform operations of the following kind: choose any contiguous block of exactly 165 cups (wrapping around the circle is allowed) and flip those cups. Blocks chosen at different operations may have different starting positions. If it is possible to end with all cups upside down in m operations, determine the minimum possible m; otherwise, answer with -1.",16
41_prompt04_s01,"In a number theory contest, fix 81. Let x be a positive integer with gcd(x,81)=1, such that 2 divides x exactly once and the odd part of x is squarefree. Let N = ω(x) be the number of distinct prime factors of x (counting 2 once). Choose a consecutive interval I = [a+1, ..., a+81x]. A red point is an integer y in I with y^2 ≡ 1 (mod x) and y ≡ -1 (mod 81); a blue point is an integer y in I with y^2 ≡ 1 (mod x) and y ≡ 1 (mod 81). Determine the minimum possible N such that one can choose such an x for which I contains at least 590115309 red points and at least 240837143 blue points.",31
42_prompt01_s01,"A point performs a two-phase biased random walk on the infinite integer line, starting at the origin. For the first 5 moves, each step is +1 with probability p_1 = 18/32 and −1 with probability 1 − p_1. After those first 5 moves, every subsequent step is +1 with probability p_2 = 19/32 and −1 with probability 1 − p_2. For integers n ≥ 2 and m ≥ 2, let X be the probability that the point is at position s = 7 after n moves under this two-phase rule, where the first min(n, 5) steps use p_1 and the next max(0, n − 5) steps use p_2. Let Y be the probability that the point is at position t = 7 after m moves governed entirely by the single-phase rule with probability p_2 of stepping right at each step.

Determine all ordered pairs (n, m) with 2 ≤ n ≤ 22 and m ∈ {3, 5, 7, 9, 11, 13} such that X > (1 − p_1) · Y. Make explicit any parity feasibility constraints you use. After solving, summarize your final answer using the format:

The final answer is: {(n_1, m_1), (n_2, m_2), ...}

(Your set should be presented in increasing lexicographic order.)","The final answer is: {(7, 3), (7, 5), (7, 7), (9, 3), (9, 5), (9, 7), (9, 9), (9, 11), (9, 13), (11, 3), (11, 5), (11, 7), (11, 9), (11, 11), (11, 13), (13, 3), (13, 5), (13, 7), (13, 9), (13, 11), (13, 13), (15, 3), (15, 5), (15, 7), (15, 9), (15, 11), (15, 13), (17, 3), (17, 5), (17, 7), (17, 9), (17, 11), (17, 13), (19, 3), (19, 5), (19, 7), (19, 9), (19, 11), (19, 13), (21, 3), (21, 5), (21, 7), (21, 9), (21, 11), (21, 13)}"
43_prompt16_s01,"Let F_r(x), G_s(y), and H_\lambda(z) be functions on positive integers defined as follows. For a fixed integer r \ge 2, let F_r(x) be the number of integers in the list 1, 2, 3, \dots, \lfloor x/r \rfloor that are coprime to x. For a positive integer y with prime factorization y=\prod p_i^{\alpha_i}, define G_s(y)=\max_i p_i^{s\alpha_i}. For a prime power z=p^e (p prime, e\ge 1), define H_\lambda(z) to be the least positive integer m such that the p-adic valuation v_p(m!)\ge \lambda e. Determine all integers b with 1<b\le 132004 such that F_{415}(b)=H_3(G_3(b)). After solving, please output the complete set of such b in the exact format: ### The final answer is: $\boxed{\{b_1, b_2, \dots, b_t\}}$","### The final answer is: $\boxed{\{52325, 58077, 60544, 62775, 65875, 66625, 68992, 69741, 70144, 70720, 74115, 78975, 80896, 84672, 87400, 88064, 88400, 89817, 93555, 100352, 101760, 108702, 110484, 117126, 124000, 131072\}}$"
44_prompt01_s03,"Let \(N=1674\) (so \(N\) is divisible by 6) and let \(r=2\). Consider the sum\n\[\nS=\sum_{n=0}^{\left\lfloor\frac{N-r}{3}\right\rfloor}(-1)^n\binom{N}{3n+r}.\n\]\nFor this choice, the quantity \(S\) is a positive integral power of 3, so define\n\[\na=\log_3 S.\n\]\nCompute the sum of the distinct prime factors of the integer\n\[\nP=a^2+(a-2)^4.\n\]\nGive your final answer as \(\boxed{\phantom{0}}\).",### The final answer is: \boxed{15118714003}
45_prompt01_s01,"In a number theory challenge, you are given three parameters u=23, v=25 (both odd and coprime), and K=14. Define a sequence of n positive integers a_1, a_2, ..., a_n with each a_i ≤ 2^14. We say the sequence has the weighted anti-balance property if for any 1 ≤ i < j ≤ n, there is no non-empty proper subset A ⊂ {i, i+1, ..., j} such that
v · (∑_{k ∈ A} a_k) = u · (∑_{k ∈ {i, i+1, ..., j} \ A} a_k).
Find the largest possible n (as a function of u, v, and K) for which such a sequence exists.

After solving the above problem, please output your final answer in the following format:
### The final answer is: \boxed{<your answer>}
Example:
### The final answer is: \boxed{123}",786431
46_prompt01_s02,"In a math contest, a miner explores a 3-dimensional hypercubic grid of mud blocks of side length 3 (so there are 3^3 blocks in total). He starts from one block and digs consecutively through face-adjacent blocks until all blocks are dug out, forming a Hamiltonian path. We say he ""dug a straight line"" once if, at some point along his consecutive path, there are exactly 3 consecutive dug blocks that are collinear along a single coordinate axis (i.e., an axis-parallel straight run of length 3). Among all possible such Hamiltonian paths, determine the maximum possible number of times he can ""dig a straight line."" After solving the above problem, please summarize your final answer using the following format:
### The final answer is: <Your answer>",11
47_prompt01_s01,"Graph family generalization: Consider a simple graph G on 95 vertices with the property that any two non-adjacent vertices have exactly 3 common neighbors. There exist adjacent vertices v1 and v2 that share no common neighbors, and d(v1) = 15. Define M to be the maximum possible value of d(v2) − d(v1) among all graphs satisfying these conditions (set M = 0 if no such graph exists). Let a be the smallest positive real root of the equation H(x) = M · T(x), where H(x) = (x^3 − 16 x^2 − 1)(x^3 + 4 x^2 + 11 x + 8) and T(x) = 2x^2 − 3x + 5 − M. Compute the remainder of the closest integer to a^{88} when divided by 10^{6}. Output your final answer in the format: ### The final answer is: \boxed{<integer remainder>}.",636160
48_prompt01_s01,"A city is modeled as an 6×6 square grid of blocks. The city adopts a k‑tuple total domination regulation: for every block in the grid (including blocks that host a booth), at least 1 of its four orthogonally adjacent blocks (up, down, left, right) must contain a security booth. Determine the minimum number of security booths required to meet the regulation throughout the city. After solving the problem, please output your final answer in the following format:
### The final answer is: $\boxed{<your answer>}$
Example:
### The final answer is: $\boxed{123}$
The final answer should be given as precisely as possible (using LaTeX symbols such as \sqrt, \frac, \pi, etc.). If the final answer involves a decimal approximation, it must be accurate to at least four decimal places.",12
49_prompt01_s01,"On an infinite integer lattice, every point hosts a lamp with two states: on/off. Pressing the lamp at integer coordinates \((x,y)\) toggles every lamp with first coordinate \(x\) and every lamp with second coordinate \(y\), with the pressed lamp toggled only once. Let \(f(x)=x^2-39x-47\) and \(g(x)=85x+168\). Assume the quartic equation \(f(f(x))=g(x)\) has four real roots \(r_1<r_2<r_3<r_4\). You may press lamps only at points \((x,y)\) satisfying \(1\le x\le 17\) and \(1\le y\le r_2+r_3\). Regardless of the initial configuration of all lamps on the plane, determine the minimum number of lamps that you can guarantee to be lit inside this operable rectangle after optimal pressing. Give your answer in the format:
### The final answer is: \\boxed{<your answer>}",627
5_prompt02_s04,"Consider the sequence {a_n} of positive real numbers with a_1 = 7.0357142857, which satisfies the implicit recurrence for all n ≥ 1: T_{8}(a_{n+1}) = a_n, where T_k(x) is the Chebyshev polynomial of the first kind defined by T_0(x) = 1, T_1(x) = x, and T_{k+1}(x) = 2x T_k(x) − T_{k-1}(x). Find a closed-form expression for a_n in terms of n. After solving, please output your final answer in the format: ### The final answer is: \boxed{<your answer>}","\cosh\left(\frac{\operatorname{arcosh}\,7.0357142857}{8^{\,n-1}}\right)"
50_prompt06_s01,"In a math contest, consider the monic degree-6 polynomial f(x) = (x^2 - 48x - 2)(x^4 + 2). Let α be the smallest positive real root of f(x)=0 (equivalently, the positive root of x^2 - 48x - 2=0), so 48 < α < 49 and hence ⌊α/12⌋ = 4. Also, 406847 = 19^2 · 23 · 7^2. Three inspectors evaluate an ID m as follows: Inspector A accepts iff the residue class of m modulo 19^2 is a cube in the unit group (Z/19^2Z)^×; Inspector B accepts iff the residue class of m modulo 23 is a 7th power in (Z/23Z)^×; Inspector C accepts iff the residue class of m modulo 7^2 is a cube in the unit group (Z/7^2Z)^×. An ID is qualified iff all three inspectors pass it. Let M = ⌊α/12⌋ · 406847 = 4 · 406847. Within the range 1 ≤ m ≤ M, how many qualified IDs are there?",140448
6_prompt01_s01,"In a math contest, 104 positive real numbers x_1, x_2, ..., x_104 are chosen so that for every 1 <= k < m <= 104 the following parity-dependent pairwise constraints hold:
- If k and m have the same parity, then x_k + x_m >= k m + 6.
- If k and m have opposite parity, then x_k + x_m >= k m + 8.
Determine the exact minimum possible value of S = x_1 + x_2 + ... + x_104. After solving, output your final value in the format: ### The final answer is: \boxed{<value>}.",190580
