variant_id,question,answer
1983-4::1983_prompt03_s02,"An ancient map shows a treasure's location relative to four landmarks $P_1, P_2, P_3, P_4$. The path from $P_1$ to $P_4$ is composed of three straight segments: $P_1P_2$ of length $5$ km, $P_2P_3$ of length $4$ km, and $P_3P_4$ of length $3$ km. The instructions state that one must turn $90^\circ$ at $P_2$ and again at $P_3$, with the two turns in opposite directions. The landmarks $P_1$ and $P_4$ are known to lie on a circle, which represents the boundary of a forbidden zone. The square of the radius of this zone is $20$ km$^2$. The treasure is buried at the center of this forbidden zone, and landmark $P_2$ is known to be inside the zone. Your GPS device is at landmark $P_2$. Find the square of the distance (in km$^2$) from your current location ($P_2$) to the treasure.",5
1983-4::1983_prompt03_s03,"An ancient map shows a treasure's location relative to four landmarks $P_1, P_2, P_3, P_4$. The path from $P_1$ to $P_4$ is composed of three straight segments: $P_1P_2$ of length $14$ km, $P_2P_3$ of length $8$ km, and $P_3P_4$ of length $10$ km. The instructions state that one must turn $90^\circ$ at $P_2$ and again at $P_3$, but the two turns are in opposite directions (for example, right at $P_2$ and left at $P_3$). The landmarks $P_1$ and $P_4$ are known to lie on a circle, which represents the boundary of a forbidden zone. The square of the radius of this zone is $160$ km$^2$. The treasure is buried at the center of this forbidden zone, and landmark $P_2$ is known to be inside the zone. Your GPS device is at landmark $P_2$. Find the square of the distance (in km$^2$) from your current location ($P_2$) to the treasure.",20
1983-4::1983_prompt03_s04,"An ancient map shows a treasure's location relative to four landmarks $P_1, P_2, P_3, P_4$. The path from $P_1$ to $P_4$ is composed of three straight segments: $P_1P_2$ of length $8$ km, $P_2P_3$ of length $6$ km, and $P_3P_4$ of length $4$ km. The instructions state that one must turn $90^\circ$ at $P_2$ and again at $P_3$, but the two turns are in opposite directions (for example, right at $P_2$ and left at $P_3$). The landmarks $P_1$ and $P_4$ lie on a circle representing the boundary of a forbidden zone. The square of the radius of this zone is $45$ km$^2$. The treasure is buried at the center of this forbidden zone, and landmark $P_2$ is inside the zone. Your GPS device is at landmark $P_2$. Find the square of the distance (in km$^2$) from your current location ($P_2$) to the treasure.",13
1983-4::1983_prompt03_s05,"An ancient map shows a treasure's location relative to four landmarks $P_1, P_2, P_3, P_4$. The path from $P_1$ to $P_4$ is composed of three straight segments: $P_1P_2$ of length $8$ km, $P_2P_3$ of length $6$ km, and $P_3P_4$ of length $4$ km. The instructions state that one must turn $90^\circ$ at $P_2$ and again at $P_3$, but the two turns are in opposite directions. The landmarks $P_1$ and $P_4$ lie on a circle of radius $\sqrt{45}$ km, which represents the boundary of a forbidden zone. The treasure is buried at the center of this forbidden zone, and landmark $P_2$ is known to be inside the zone. Your GPS device is at landmark $P_2$. Find the square of the distance (in km$^2$) from your current location ($P_2$) to the treasure.",13
1983-5::1983_prompt02_s01,Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 1$ and $x^5 + y^5 = -251$. What is the largest possible real value of $x+y$?,4
1983-5::1983_prompt02_s02,Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 43$ and $x^5 + y^5 = 6039$. What is the largest possible real value of $x+y$?,9
1983-5::1983_prompt02_s03,Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 16$ and $x^5 + y^5 = -5632$. What is the largest possible real value of $x+y$?,8
1983-5::1983_prompt02_s04,Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 2$ and $x^5 + y^5 = -236$. What is the largest possible real value of $x+y$?,4
1983-5::1983_prompt02_s05,Let $x$ and $y$ be complex numbers such that $x^2 + y^2 = 2$ and $x^5 + y^5 = 2$. What is the largest possible real value of $x+y$?,2
1983-6::1983_prompt01_s01,"Let two sequences be defined by the recurrence relations $u_{k+1} = 36 u_k$ and $v_{k+1} = 133 v_k$ for $k \ge 1$, with initial values $u_1 = 432$ and $v_1 = 133$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_193$ is divided by $169$.",136
1983-6::1983_prompt01_s02,"Let two sequences be defined by the recurrence relations $u_{k+1} = 122 u_k$ and $v_{k+1} = 200 v_k$ for $k \ge 1$, with initial values $u_1 = 1098$ and $v_1 = 2200$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_1422$ is divided by $529$.",500
1983-6::1983_prompt01_s03,"Let two sequences be defined by the recurrence relations $u_{k+1} = 305 u_k$ and $v_{k+1} = 171 v_k$ for $k \ge 1$, with initial values $u_1 = 2135$ and $v_1 = 1368$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_404$ is divided by $289$.",253
1983-6::1983_prompt01_s04,"Let two sequences be defined by the recurrence relations $u_{k+1} = 138 u_k$ and $v_{k+1} = 219 v_k$ for $k \ge 1$, with initial values $u_1 = 2070$ and $v_1 = 3504$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_806$ is divided by $289$.",46
1983-6::1983_prompt01_s05,"Let two sequences be defined by the recurrence relations $u_{k+1} = 232 u_k$ and $v_{k+1} = 193 v_k$ for $k \ge 1$, with initial values $u_1 = 464$ and $v_1 = 1737$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_408$ is divided by $289$.",278
1983-7::1983_prompt02_s01,"A group of 14 students are seated in a circle. A committee of 5 students is to be chosen, with all possible committees being equally likely. Two students are considered 'close' if they are separated by at most 0 other students. Let $P$ be the probability that at least one pair of students in the chosen committee is 'close'. If $P$ is written as a fraction in lowest terms, what is the sum of the numerator and denominator?",272
1983-7::1983_prompt04_s01,"At a round table, 50 students are seated. A team of 3 students is to be chosen at random. The selection is called '20-compact' if all 3 chosen students are sitting in a single continuous arc of 20 seats. What is the probability that the chosen team is 20-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?",563
1983-7::1983_prompt04_s02,"At a round table, 62 students are seated. A team of 4 students is to be chosen at random. The selection is called '26-compact' if all 4 chosen students are sitting in a single continuous arc of 26 seats. What is the probability that the chosen team is 26-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?",4519
1983-7::1983_prompt04_s03,"At a round table, 26 students are seated. A team of 3 students is to be chosen at random. The selection is called '8-compact' if all 3 chosen students are sitting in a single continuous arc of 8 seats. What is the probability that the chosen team is 8-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?",121
1983-7::1983_prompt04_s04,"At a round table, 66 students are seated. A team of 3 students is to be chosen at random. The selection is called '14-compact' if all 3 chosen students are sitting in a single continuous arc of 14 seats. What is the probability that the chosen team is 14-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?",89
1983-8::1983_prompt05_s01,"A grand library is organizing its collection of 2056 unique ancient manuscripts. The manuscripts are to be distributed into 4 special exhibits. The exhibits are designated to hold 441, 471, 549, 595 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit.",409
1983-8::1983_prompt05_s02,"A grand library is organizing its collection of 1474 unique ancient manuscripts. The manuscripts are to be distributed into 3 special exhibits. The exhibits are designated to hold 436, 508, 530 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit.",367
1983-8::1983_prompt05_s03,"A grand library is organizing its collection of 2266 unique ancient manuscripts. The manuscripts are to be distributed into 4 special exhibits. The exhibits are designated to hold 484, 529, 609, 644 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit.",449
1983-8::1983_prompt05_s04,"A grand library is organizing its collection of 1431 unique ancient manuscripts. The manuscripts are to be distributed into 3 special exhibits. The exhibits are designated to hold 428, 464, 539 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit.",353
1983-8::1983_prompt05_s05,"A grand library is organizing its collection of 1890 unique ancient manuscripts. The manuscripts are to be distributed into 3 special exhibits. The exhibits are designated to hold 549, 651, 690 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit.",467
1983-9::1983_prompt01_s03,"Let the function $f(x)$ be defined as
\[
f(x)=\frac{100\sin^2 x+64x^2+44x\sin x}{x\sin x}.
\]
Find the greatest lower bound of $f(x)$ for $x\in(0,\pi)$.",204
1983-9::1983_prompt01_s05,"Let the function $f(x)$ be defined as $f(x)=\frac{81\sin^2 x+36x^2+3x\sin x}{x\sin x}$. Find the greatest lower bound of $f(x)$ for $x\in(0,\pi)$.",111
1983-9::1983_prompt04_s03,"Let $f(x)=\frac{7(x\sin x)^3+14}{x\sin x}$. Find the minimum value of $f(x)$ for $x$ in the interval $(0,\pi)$.",21
1983-9::1983_prompt05_s01,"Find the minimum value of the expression
$$\frac{16+49\sin^4 x}{\sin^2 x}$$
for a real number $x$ in the interval $\left[\frac{\pi}{6},\frac{5\pi}{6}\right]$.",56
1983-9::1983_prompt07_s04,"Let the function $f(x)$ be defined for $x \in [0, \pi/2)$ as
$$f(x)=\frac{8(\sec x+\tan x)^2-2(\sec x+\tan x)+8}{(\sec x+\tan x)+1}.$$ 
Find the minimum value of $f(x)$.",7
1984-10::1984_prompt01_s01,"In a math contest with 85 problems, the score is calculated as `s = 955 + 15*c - 9*w`, where `c` is the number of correct answers and `w` is the number of wrong answers. Unanswered problems are not penalized. A student's score `s` was known to be greater than 112. From this score `s`, it was possible to determine that the number of correct answers `c` was one of exactly 1 possibilities. Had the score been any integer value lower than `s` (but still greater than 112), this would not have been the case (i.e., the number of possibilities for `c` would not have been 1). What was the student's score `s`?",190
1984-10::1984_prompt01_s02,"In a math contest with 78 problems, the score is calculated as `s = 197 + 4*c - 2*w`, where `c` is the number of correct answers and `w` is the number of wrong answers. Unanswered problems are not penalized. A student's score `s` was known to be greater than 8. From this score `s`, it was possible to determine that the number of correct answers `c` was one of exactly 3 possibilities. Had the score been any integer value lower than `s` (but still greater than 8), this would not have been the case (i.e., the number of possibilities for `c` would not have been 3). What was the student's score `s`?",53
