id,question,correct_count,total_count,pass_rate
cf576481-5eac-40ab-a5c1-052adc639e6b,"[{""content"": ""An ellipsoid of revolution in three-dimensional space has foci at $F_1 = (3, -4, -4)$ and $F_2 = (-4, -1, 2)$. The ellipsoid is tangent to the plane with equation $- 3x - y - 2z + 18 = 0$. What is the length of the major axis of the ellipsoid?"", ""role"": ""user""}]",25,25,1.0
cf46a0e5-a848-481f-9463-9f7ee7b7e9bf,"[{""content"": ""Let $b = 7$ be an integer base. The diameter $AB$ of a circle has a length $D$ which is a two-digit number when written in base $b$. Let the digits be $t$ and $u$, so $D = t \\cdot b + u$, where $t \\in \\{1, 2, \\dots, b-1\\}$ and $u \\in \\{0, 1, \\dots, b-1\\}$. Reversing the digits of $D$ in base $b$ gives the length of a chord $CD$, which is perpendicular to the diameter $AB$. The distance from the intersection point of $AB$ and $CD$ to the center of the circle is a positive integer. Find the sum of all possible values of $D$, expressed as an integer in base 10."", ""role"": ""user""}]",25,25,1.0
ce431c0a-358e-48f0-b7bf-c2cc5f54bb7d,"[{""content"": ""Let two sequences be defined by the recurrence relations $u_{k+1} = 138 u_k$ and $v_{k+1} = 219 v_k$ for $k \\ge 1$, with initial values $u_1 = 2070$ and $v_1 = 3504$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_806$ is divided by $289$."", ""role"": ""user""}]",25,25,1.0
cd1d5579-cedc-4d23-ad30-ff09b834e7f0,"[{""content"": ""A sequence of integers $a_1, a_2, a_3, \\ldots$ satisfies the relation $a_n = a_{n - 1} - a_{n - 2}$ for each $n \\ge 3$. A second sequence, $b_n$, is defined for $n \\ge 1$ by the sum of 3 consecutive terms of the first sequence, starting at $a_n$:\n$$b_n = a_n + a_{n+1} + \\dots + a_{n+{k_minus_1}}$$\nLet $S_m$ denote the sum of the first $m$ terms of the sequence $b_n$. Given that $S_3003 = 256$ and $S_2075 = 96$, what is the value of $S_2686$?"", ""role"": ""user""}]",25,25,1.0
cbec9490-d1cb-46b4-9d33-127a939f27f8,"[{""content"": ""Let $S$ be the set of positive integers whose decimal representation consists only of the digits $5$ and $0$. Find the smallest integer $n \\in S$ that is divisible by $315000$. What is the value of the integer $n/315000$?"", ""role"": ""user""}]",20,25,0.8
cac1445d-4157-4d5b-a765-6ea7c30345cc,"[{""content"": ""In three-dimensional space, three spheres, each of radius $4$, are centered at the points $[2, 2, 0], $[1, 2, 0], and $[-3, 2, 2]. A plane passes through the center $[1, 2, 0]$ and the origin $O(0,0,0)$. This plane is such that the total volume of the parts of the three spheres on one side of the plane is equal to the total volume of the parts of the three spheres on the other side. It is also known that this plane is not tangent to the first sphere (centered at $[2, 2, 0]$) or the third sphere (centered at $[-3, 2, 2]$). The normal vector to this plane can be written as $\\vec{n} = (A, B, C)$, where $A$, $B$, and $C$ are coprime integers. What is the value of $|A+B+C|$?"", ""role"": ""user""}]",25,25,1.0
c7fe1537-61ec-417b-a269-74b121e8a434,"[{""content"": ""A sequence is defined by $x_1 = 9$ and $x_2 = 7$. For $n > 2$, the terms are generated by the rule $x_n x_{n-1} x_{n-2} = n - 2$. Compute the product of the first $10$ terms, $P = \\prod_{k=1}^{10} x_k$."", ""role"": ""user""}]",25,25,1.0
c62dff4b-5166-446d-87ae-a8037bb3bec3,"[{""content"": ""In a tetrahedron $ABCD$, the area of face $ABC$ is $80$ and the area of face $ABD$ is $41$. The length of the common edge $AB$ is $2$. Let $C'$ and $D'$ be the feet of the perpendiculars from vertices $C$ and $D$, respectively, to the line containing the edge $AB$. The distance between $C'$ and $D'$ is $840$, and the length of the edge $CD$ is $841$. Find the volume of the tetrahedron."", ""role"": ""user""}]",25,25,1.0
c55e5a10-062b-4c6c-866a-4efd8d8fb490,"[{""content"": ""In a circle of radius 290, there are two intersecting chords AD and BC, with B on minor arc AD. The chord BC has length 68. It is known that AD is bisected by BC, and AD is the only chord starting at A which is bisected by BC. The sine of the central angle of minor arc AB is a rational number p/q in lowest terms. Find p+q."", ""role"": ""user""}]",24,25,0.96
c3fcae91-2919-4218-8c22-3f2577903038,"[{""content"": ""A group of 11 students, consisting of 3 computer science majors, 5 physics majors, and 3 mathematics majors, are arranged in a single file line for a picture. The arrangement of students is chosen uniformly at random. The arrangement is called 'well-separated' if no two computer science majors have 0 or fewer students of other majors standing between them. If the probability of having a well-separated arrangement is $\\frac{m}{n}$ in lowest terms, what is the value of $m+n$?"", ""role"": ""user""}]",25,25,1.0
c30b666f-38a2-4f9e-96fc-00083e00cfba,"[{""content"": ""A sequence of numbers $a_1, a_2, a_3, \\dots$ is generated by a quadratic polynomial $P(n) = An^2+Bn+C$ with integer coefficients $A, B, C$ and $A \\neq 0$. The first three terms of the sequence are $a_1 = -14$, $a_2 = -34$, and $a_3 = -70$. For each positive integer $n$, let $d_n$ be the greatest common divisor of $a_n$ and $a_{n+1}$. Find the maximum possible value of $d_n$ as $n$ ranges through the positive integers."", ""role"": ""user""}]",25,25,1.0
c27b1b08-9ca9-478c-92c5-ed676f120bbb,"[{""content"": ""The base of a solid obelisk is an isosceles trapezoid with parallel sides of length 166 and 50. The top of the obelisk is a line segment of length 72, parallel to the aforementioned sides of the base, and positioned such that its vertical projection is centered on the base's centroid. All four of the sloped lateral edges, which connect the vertices of the base to the endpoints of the top segment, have the same length. The height of the obelisk (the perpendicular distance between the plane of the base and the top segment) is 4. Given that the height of the trapezoidal base is a positive integer, what is the volume of the obelisk?"", ""role"": ""user""}]",25,25,1.0
c1f8fcc8-2df3-4fad-829d-fd470129be80,"[{""content"": ""Two circles with radii $20$ and $19$ have their centers $30$ units apart. Let $P$ be one of their intersection points. A line through $P$ intersects the circle with radius $20$ at $Q$ and the circle with radius $19$ at $R$, such that $P$ is between $Q$ and $R$. The lengths of the chords $QP$ and $PR$ satisfy the relation $2 \\cdot QP = 4 \\cdot PR$. Find the square of the length of $QP$."", ""role"": ""user""}]",25,25,1.0
c0dedf2c-535e-4c3c-8ad9-46d6f9debe07,"[{""content"": ""In a round-robin tournament, players were divided into two groups: a 'low-scoring' group $L$ with 8 players and a 'high-scoring' group $H$ with the rest of the players. It is known that every player in group $L$ had a total score no greater than any player in group $H$. For every player in the tournament (from either group), the points they earned from games against players in group $L$ accounted for exactly two-thirds of their total score. What was the total number of players in the tournament?"", ""role"": ""user""}]",25,25,1.0
c062a2a9-9467-4094-a12c-d274c2922ac9,"[{""content"": ""A sequence of integers $a_1, a_2, a_3, \\ldots$ satisfies the relation $a_n = a_{n - 1} - a_{n - 2}$ for each $n \\ge 3$. A second sequence, $b_n$, is defined for $n \\ge 1$ by the sum of 2 consecutive terms of the first sequence, starting at $a_n$:\n$$b_n = a_n + a_{n+1} + \\dots + a_{n+{k_minus_1}}$$\nLet $S_m$ denote the sum of the first $m$ terms of the sequence $b_n$. Given that $S_1220 = 99$ and $S_2669 = 39$, what is the value of $S_2655$?"", ""role"": ""user""}]",25,25,1.0
bd739f07-7568-47b4-bb51-9a560c0fd38f,"[{""content"": ""Let two sequences be defined by the recurrence relations $u_{k+1} = 232 u_k$ and $v_{k+1} = 193 v_k$ for $k \\ge 1$, with initial values $u_1 = 464$ and $v_1 = 1737$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_408$ is divided by $289$."", ""role"": ""user""}]",25,25,1.0
bc09d2b7-ff72-4c00-81d8-ccd953694577,"[{""content"": ""A group of 14 students are seated in a circle. A committee of 5 students is to be chosen, with all possible committees being equally likely. Two students are considered 'close' if they are separated by at most 0 other students. Let $P$ be the probability that at least one pair of students in the chosen committee is 'close'. If $P$ is written as a fraction in lowest terms, what is the sum of the numerator and denominator?"", ""role"": ""user""}]",25,25,1.0
b7aaf107-5b2b-4a85-9793-44d0e0232ea6,"[{""content"": ""Let $b = 9$ be an integer base. The diameter $AB$ of a circle has a length $D$ which is a two-digit number when written in base $b$. Let the digits be $t$ and $u$, so $D = t \\cdot b + u$, where $t \\in \\{1, 2, \\dots, b-1\\}$ and $u \\in \\{0, 1, \\dots, b-1\\}$. Reversing the digits of $D$ in base $b$ gives the length of a chord $CD$, which is perpendicular to the diameter $AB$. The distance from the intersection point of $AB$ and $CD$ to the center of the circle is a positive integer. Find the sum of all possible values of $D$, expressed as an integer in base 10."", ""role"": ""user""}]",25,25,1.0
b6fd7983-7162-4e82-962f-55bc9ae26748,"[{""content"": ""The base of a solid obelisk is an isosceles trapezoid with parallel sides of length 204 and 12. The top of the obelisk is a line segment of length 92, parallel to the aforementioned sides of the base, and positioned such that its vertical projection is centered on the base's centroid. All four of the sloped lateral edges, which connect the vertices of the base to the endpoints of the top segment, have the same length. The height of the obelisk (the perpendicular distance between the plane of the base and the top segment) is 15. Given that the height of the trapezoidal base is a positive integer, what is the volume of the obelisk?"", ""role"": ""user""}]",25,25,1.0
b2c70d87-4bfa-4c66-ad4c-002df8d78525,"[{""content"": ""Let a sequence of $n=10$ points on the real line be defined by $a_i = 2 \\cdot 2^{i-1}$ for $i=1, 2, \\dots, 10$. Let $f(x)$ be the sum of the distances from a point $x$ to each of these $n$ points, i.e., $f(x) = \\sum_{i=1}^{10} |x - a_i|$. Find the minimum value of $f(x)$ on the closed interval $[a_k, a_j]$, where $k=3$ and $j=9$."", ""role"": ""user""}]",25,25,1.0
af343c45-eba9-42b9-b323-98c7ff05748b,"[{""content"": ""A group of 22 students, consisting of 5 computer science majors, 9 physics majors, and 8 mathematics majors, are arranged in a single file line for a picture. The arrangement of students is chosen uniformly at random. The arrangement is called 'well-separated' if no two computer science majors have 2 or fewer students of other majors standing between them. If the probability of having a well-separated arrangement is $\\frac{m}{n}$ in lowest terms, what is the value of $m+n$?"", ""role"": ""user""}]",25,25,1.0
addff188-6f69-4aa3-816a-4e42a447d424,"[{""content"": ""In the land of Graphia, there are 12 cities, and every pair of distinct cities is connected by a direct road. A traveler starts in their home city, let's call it $V$. Each day, the traveler randomly picks one of the roads connected to their current city and travels to the city at the other end of that road. The choice of road is uniform among all possibilities. The traveler's journey lasts for 14 days, meaning they make 14 trips. Let $E$ be the expected number of times the traveler is in their home city $V$ during the entire period, from day 0 (the start) to day 14 (after the 14-th trip). If $E$ is expressed as an irreducible fraction $\\frac{A}{B}$, what is the value of $A+B$?"", ""role"": ""user""}]",13,25,0.52
ac9665e5-4c55-4625-8a3f-41d1fe1fb111,"[{""content"": ""In a round-robin tournament, players were divided into two groups: a 'low-scoring' group $L$ with 12 players and a 'high-scoring' group $H$ with the rest of the players. It is known that every player in group $L$ had a total score no greater than any player in group $H$. For every player in the tournament (from either group), the points they earned from games against players in group $L$ accounted for exactly one-third of their total score. What was the total number of players in the tournament?"", ""role"": ""user""}]",25,25,1.0
abf013c3-9bbb-4af4-973f-a37d5ac72338,"[{""content"": ""In a tetrahedron $ABCD$, the area of face $ABC$ is $12$ and the area of face $ABD$ is $10$. The length of the common edge $AB$ is $1$. Let $C'$ and $D'$ be the feet of the perpendiculars from vertices $C$ and $D$, respectively, to the line containing the edge $AB$. The distance between $C'$ and $D'$ is $99$, and the length of the edge $CD$ is $101$. Find the volume of the tetrahedron."", ""role"": ""user""}]",25,25,1.0
aa745e51-4f41-4ad3-a028-04581cf8f7b5,"[{""content"": ""In a tetrahedron $ABCD$, the area of face $ABC$ is $52$ and the area of face $ABD$ is $96$. The length of the common edge $AB$ is $2$. Let $C'$ and $D'$ be the feet of the perpendiculars from vertices $C$ and $D$, respectively, to the line containing the edge $AB$. The distance between $C'$ and $D'$ is $39$, and the length of the edge $CD$ is $65$. Find the volume of the tetrahedron."", ""role"": ""user""}]",25,25,1.0
a98f56e0-34f1-4527-8e99-48dc08e8e534,"[{""content"": ""A right-angled triangle is revolved about one of its legs to form a cone with volume 16000$\\pi$. The same triangle is revolved about its hypotenuse to form a solid with volume 9600$\\pi$. What is the perimeter of the triangle?"", ""role"": ""user""}]",25,25,1.0
a930793d-232b-4837-ae08-ec5f9a272d26,"[{""content"": ""An $n$-digit integer in base $b$ is called 'special' if its first digit is a fixed non-zero digit, and its multiset of digits is composed of exactly one pair of identical digits and $n-2$ other distinct digits. Let $C(n,b)$ denote the number of $n$-digit special integers. Given that for a certain base $b > 3$, $C(3, b) = 24$, compute $C(5, b)$."", ""role"": ""user""}]",25,25,1.0
a878af78-2631-44ed-87dc-adb716c048ed,"[{""content"": ""A grand library is organizing its collection of 1474 unique ancient manuscripts. The manuscripts are to be distributed into 3 special exhibits. The exhibits are designated to hold 436, 508, 530 manuscripts, respectively. Let $W$ be the number of ways to perform this distribution. Find the largest prime factor of $W$ that is smaller than the number of manuscripts in any single exhibit."", ""role"": ""user""}]",25,25,1.0
a7ad2278-2fa0-4877-afdc-40244ce3b626,"[{""content"": ""At a round table, 50 students are seated. A team of 3 students is to be chosen at random. The selection is called '20-compact' if all 3 chosen students are sitting in a single continuous arc of 20 seats. What is the probability that the chosen team is 20-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?"", ""role"": ""user""}]",20,25,0.8
a77887bb-ab22-412c-86de-fbc461f35eb8,"[{""content"": ""Let $a_1, a_2, a_3, \\ldots$ be an arithmetic progression of real numbers. The sum of the first 24 terms is 72, and the sum of the first 21 terms is 126.\nLet $S_j$ be the sum of all terms $a_i$ in this progression such that $1 \\le i \\le 25$ and $i \\equiv j \\pmod{5}$.\nThere is a unique integer $k$ in the range $1 \\le k \\le 5$ for which $S_k = 0$. Find this value of $k$."", ""role"": ""user""}]",25,25,1.0
a5f9ce30-8d4c-4944-ab83-63e89b157c1d,"[{""content"": ""Let $S$ be the set of composite integers of the form $7k + 4$ for some non-negative integer $k$. What is the largest integer that cannot be written as the sum of two elements of $S$?"", ""role"": ""user""}]",21,25,0.84
a4dae21d-a173-4d97-b774-ad223e69d87b,"[{""content"": ""At a round table, 26 students are seated. A team of 3 students is to be chosen at random. The selection is called '8-compact' if all 3 chosen students are sitting in a single continuous arc of 8 seats. What is the probability that the chosen team is 8-compact? If this probability is expressed as a fraction in lowest terms, what is the sum of the numerator and denominator?"", ""role"": ""user""}]",22,25,0.88
a3b98fb3-8240-401b-aa6c-48c636d668f8,"[{""content"": ""Let two sequences be defined by the recurrence relations $u_{k+1} = 122 u_k$ and $v_{k+1} = 200 v_k$ for $k \\ge 1$, with initial values $u_1 = 1098$ and $v_1 = 2200$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_1422$ is divided by $529$."", ""role"": ""user""}]",21,25,0.84
a222793f-fdea-4543-8063-13a356adad54,"[{""content"": ""A group of 14 students, consisting of 6 computer science majors, 5 physics majors, and 3 mathematics majors, are arranged in a single file line for a picture. The arrangement of students is chosen uniformly at random. The arrangement is called 'well-separated' if no two computer science majors have 0 or fewer students of other majors standing between them. If the probability of having a well-separated arrangement is $\\frac{m}{n}$ in lowest terms, what is the value of $m+n$?"", ""role"": ""user""}]",25,25,1.0
9f300fa4-897a-4323-92b4-3e53ae01b0da,"[{""content"": ""An ellipsoid of revolution in three-dimensional space has foci at $F_1 = (2, -2, 0)$ and $F_2 = (8, -8, 4)$. The ellipsoid is tangent to the plane with equation $x - y - 4z + 14 = 0$. What is the length of the major axis of the ellipsoid?"", ""role"": ""user""}]",25,25,1.0
9d19fd1b-d68a-4194-b862-598a2d605c77,"[{""content"": ""Let two sequences be defined by the recurrence relations $u_{k+1} = 305 u_k$ and $v_{k+1} = 171 v_k$ for $k \\ge 1$, with initial values $u_1 = 2135$ and $v_1 = 1368$. A third sequence, $W_k$, is formed by the sum $W_k = u_k + v_k$. Find the remainder when $W_404$ is divided by $289$."", ""role"": ""user""}]",25,25,1.0
9a82cda2-1e8d-4a77-af5a-089be34bf369,"[{""content"": ""A sequence is defined by $x_1 = 10$ and $x_2 = 18$. For $n > 2$, the terms are generated by the rule $x_n x_{n-1} x_{n-2} = 2n$. Compute the product of the first $10$ terms, $P = \\prod_{k=1}^{10} x_k$."", ""role"": ""user""}]",25,25,1.0
99b5386f-0b7e-4821-8260-284e5cf036fd,"[{""content"": ""A right-angled triangle is revolved about one of its legs to form a cone with volume 2000$\\pi$. The same triangle is revolved about its hypotenuse to form a solid with volume 1200$\\pi$. What is the perimeter of the triangle?"", ""role"": ""user""}]",25,25,1.0
993290dc-bfbb-41d1-a3f0-9c2b91d0702c,"[{""content"": ""Let S be a collection of scores from a math competition. The scores are all positive integers. The average of all scores in S is 34.\nThe scores are partitioned among several students. One of these students is Beatrice.\nThe average of Beatrice's scores is 90. One of Beatrice's scores is 222.\nIf all of Beatrice's scores are removed from S, the average of the remaining scores is 26.\nIf only the single score 222 is removed from S, the average of the remaining scores is 30.\nWhat is the largest possible score that Beatrice could have?"", ""role"": ""user""}]",25,25,1.0
96ef8327-71dd-483f-91de-e24011648d6e,"[{""content"": ""Let $P(z)$ be the polynomial given by $P(z) = z^4 - z^3 + z^2 - z + 1$. Find the sum, in degrees, of the arguments of all roots of $P(z)=0$ that lie in the upper half of the complex plane (i.e., whose arguments $\\theta$ satisfy $0^\\circ < \\theta < 180^\\circ$)."", ""role"": ""user""}]",25,25,1.0
96664c1f-727a-4330-9b24-bd61e0979238,"[{""content"": ""An $n$-digit integer in base $b$ is called 'special' if its first digit is a fixed non-zero digit, and its multiset of digits is composed of exactly one pair of identical digits and $n-2$ other distinct digits. Let $C(n,b)$ denote the number of $n$-digit special integers. Given that for a certain base $b > 4$, $C(4, b) = 1260$, compute $C(6, b)$."", ""role"": ""user""}]",25,25,1.0
961d5863-2fcc-49a8-8f2d-1b9143f16228,"[{""content"": ""Let $b = 9$ be an integer base. The diameter $AB$ of a circle has a length $D$ which is a two-digit number when written in base $b$. Let the digits be $t$ and $u$, so $D = t \\cdot b + u$, where $t \\in \\{1, 2, \\dots, b-1\\}$ and $u \\in \\{0, 1, \\dots, b-1\\}$. Reversing the digits of $D$ in base $b$ gives the length of a chord $CD$, which is perpendicular to the diameter $AB$. The distance from the intersection point of $AB$ and $CD$ to the center of the circle is a positive integer. Find the sum of all possible values of $D$, expressed as an integer in base 10."", ""role"": ""user""}]",25,25,1.0
96017277-9a00-43b0-af99-1a9b17c7a4f8,"[{""content"": ""An ellipsoid of revolution in three-dimensional space has foci at $F_1 = (0, -1, -1)$ and $F_2 = (2, 1, -6)$. The ellipsoid is tangent to the plane with equation $x + 3y + 2z + 19 = 0$. What is the length of the major axis of the ellipsoid?"", ""role"": ""user""}]",25,25,1.0
