variant_id,question,answer
12_prompt01_s01,"In a cyclic arrangement of 9 positive integers x_1, x_2, ..., x_9 (indices taken modulo 9), and for an exponent p = 5, let D be the set of offsets 2, 3, 4 with corresponding positive integer weights given by 2:2, 3:4, 4:3. Determine the largest real constant C such that for all choices of the x_i,

  (x_1 + x_2 + ... + x_9)^5 >= C * gcd(x_1, x_2, ..., x_9)^{p-2} * sum_{d in D} w_d * sum_{i=1}^9 (gcd(x_i, x_{i+d}) * lcm(x_{i+d}, x_i)).

Here w_d denotes the weight associated with offset d, and the sums are taken with indices modulo 9.",729
12_prompt01_s05,"In a cyclic arrangement of 10 positive integers x_1, x_2, ..., x_10 (indices taken modulo 10), and for an exponent p = 3, let D be the set of offsets 1, 3, 4 with corresponding positive integer weights given by 1:3, 3:4, 4:3. Determine the largest real constant C such that for all choices of the x_i,

  (x_1 + x_2 + ... + x_10)^3 >= C * gcd(x_1, x_2, ..., x_10)^{p-2} * sum_{d in D} w_d * sum_{i=1}^10 (gcd(x_i, x_{i+d}) * lcm(x_{i+d}, x_i)).

Here w_d denotes the weight associated with offset d, and the sums are taken with indices modulo 10.",10
12_prompt03_s01,"Let n = 5 and r = 5 with 3 ≤ r ≤ n. All indices below are read cyclically modulo 5. Determine the largest real constant C (depending only on 5 and 5) such that for every choice of 5 positive integers x_1, x_2, ..., x_5 we have

Sum over i=1..5 of (x_i + x_{i+1} + ... + x_{i+{r_minus_1}})^5 ≥ C * gcd(x_1, x_2, ..., x_5) * Sum over i=1..5 of lcm(x_i, x_{i+1}, ..., x_{i+{r_minus_1}}).

Find the exact value of C in terms of r and n.",3125
12_prompt03_s02,"Let n = 10 and r = 4 with 3 ≤ r ≤ n. All indices below are read cyclically modulo 10. Determine the largest real constant C (depending only on 10 and 4) such that for every choice of 10 positive integers x_1, x_2, ..., x_10 we have

Sum over i=1..10 of (x_i + x_{i+1} + ... + x_{i+{r_minus_1}})^4 ≥ C * gcd(x_1, x_2, ..., x_10) * Sum over i=1..10 of lcm(x_i, x_{i+1}, ..., x_{i+{r_minus_1}}).

Find the exact value of C in terms of r and n.",256
12_prompt03_s03,"Let n = 8 and r = 4 with 3 ≤ r ≤ n. All indices below are read cyclically modulo 8. Determine the largest real constant C (depending only on 8 and 4) such that for every choice of 8 positive integers x_1, x_2, ..., x_8 we have

Sum over i=1..8 of (x_i + x_{i+1} + ... + x_{i+{r_minus_1}})^4 ≥ C * gcd(x_1, x_2, ..., x_8) * Sum over i=1..8 of lcm(x_i, x_{i+1}, ..., x_{i+{r_minus_1}}).

Find the exact value of C in terms of r and n.",256
13_prompt01_s01,"On an n×n grid, you must place exactly 13240 coins so that each cell holds an integer number of coins between 0 and 65, inclusive. For any two squares sharing a side, the absolute difference in their coin counts must be exactly 2 if the squares are horizontally adjacent and exactly 1 if the squares are vertically adjacent. Determine the largest possible n for which such an arrangement exists.",20
13_prompt01_s02,"On an n×n grid, you must place exactly 165305 coins so that each cell holds an integer number of coins between 0 and 262, inclusive. For any two squares sharing a side, the absolute difference in their coin counts must be exactly 4 if the squares are horizontally adjacent and exactly 3 if the squares are vertically adjacent. Determine the largest possible n for which such an arrangement exists.",35
13_prompt01_s03,"On an n×n grid, you must place exactly 7969 coins so that each cell holds an integer number of coins between 0 and 78, inclusive. For any two squares sharing a side, the absolute difference in their coin counts must be exactly 1 if the squares are horizontally adjacent and exactly 4 if the squares are vertically adjacent. Determine the largest possible n for which such an arrangement exists.",13
13_prompt01_s05,"On an n×n grid, you must place exactly 3883 coins so that each cell holds an integer number of coins between 0 and 59, inclusive. For any two squares sharing a side, the absolute difference in their coin counts must be exactly 1 if the squares are horizontally adjacent and exactly 3 if the squares are vertically adjacent. Determine the largest possible n for which such an arrangement exists.",11
13_prompt02_s02,"On an r×r board with toroidal adjacency (both rows and columns wrap around), you may place any nonnegative integer number of coins in each square. Between horizontally adjacent squares, the absolute difference in coin counts must be exactly 2. Between vertically adjacent squares, the absolute difference must be exactly 5. You must use exactly 6498 coins in total, and in your arrangement the minimum number of coins on any square must be at most 2. Among all even positive integers r for which such an arrangement is possible, determine the maximum r.",38
14_prompt01_s01,"In a math contest, 11 distinct positive integers are to be arranged around a circle, using each integer from the multiset [58,20,50,18,56,15,80,55,16,19,43] exactly once. For a cyclic ordering a_1, a_2, ..., a_11 (with a_{m+1} = a_1), define S = \sum_{i=1}^11 \left\lfloor \frac{a_{i+1}}{a_i} \right\rfloor. Determine the minimal possible value of S over all such cyclic orderings.",3
14_prompt01_s02,"In a math contest, 10 distinct positive integers are to be arranged around a circle, using each integer from the multiset [66,38,33,45,105,28,76,20,56,98] exactly once. For a cyclic ordering a_1, a_2, ..., a_10 (with a_{m+1} = a_1), define S = \sum_{i=1}^10 \left\lfloor \frac{a_{i+1}}{a_i} \right\rfloor. Determine the minimal possible value of S over all such cyclic orderings.",3
14_prompt01_s03,"In a math contest, 11 distinct positive integers are to be arranged around a circle, using each integer from the multiset [39,28,26,40,29,56,4,60,22,5,9] exactly once. For a cyclic ordering a_1, a_2, ..., a_11 (with a_{m+1} = a_1), define S = \sum_{i=1}^11 \left\lfloor \frac{a_{i+1}}{a_i} \right\rfloor. Determine the minimal possible value of S over all such cyclic orderings.",6
14_prompt01_s04,"In a math contest, 11 distinct positive integers are to be arranged around a circle, using each integer from the multiset [17,90,97,82,96,53,86,77,21,25,12] exactly once. For a cyclic ordering a_1, a_2, ..., a_11 (with a_{m+1} = a_1), define S = \sum_{i=1}^11 \left\lfloor \frac{a_{i+1}}{a_i} \right\rfloor. Determine the minimal possible value of S over all such cyclic orderings.",4
14_prompt01_s05,"In a math contest, 9 distinct positive integers are to be arranged around a circle, using each integer from the multiset [36,45,33,15,53,2,24,21,20] exactly once. For a cyclic ordering a_1, a_2, ..., a_9 (with a_{m+1} = a_1), define S = \sum_{i=1}^9 \left\lfloor \frac{a_{i+1}}{a_i} \right\rfloor. Determine the minimal possible value of S over all such cyclic orderings.",10
15_prompt01_s02,"On a cylindrical chessboard with 5 rows and 14 columns (rows wrap top-to-bottom, columns do not), a king attacks any piece in one of the eight neighboring squares (sharing a side or a vertex). Determine the maximum number of kings that can be placed so that each king attacks exactly one other king, and no king attacks any non-partner. Give the value of this maximum for the specified 5 and 14.",24
15_prompt01_s05,"On a cylindrical chessboard with 6 rows and 13 columns (rows wrap top-to-bottom, columns do not), a king attacks any piece in one of the eight neighboring squares (sharing a side or a vertex). Determine the maximum number of kings that can be placed so that each king attacks exactly one other king, and no king attacks any non-partner. Give the value of this maximum for the specified 6 and 13.",28
15_prompt03_s01,"On a 40×20 chessboard, a king attacks any square sharing a side or a corner with its own. Determine the maximum number of kings that can be placed so that every king attacks exactly one other king (and is attacked by exactly one king), and no king attacks any third king.",320
15_prompt03_s02,"On a 14×35 chessboard, a king attacks any square sharing a side or a corner with its own. Determine the maximum number of kings that can be placed so that every king attacks exactly one other king (and is attacked by exactly one king), and no king attacks any third king.",196
15_prompt03_s04,"On a 23×44 chessboard, a king attacks any square sharing a side or a corner with its own. Determine the maximum number of kings that can be placed so that every king attacks exactly one other king (and is attacked by exactly one king), and no king attacks any third king.",360
16_prompt01_s04,"In a two-stage dice game, 4 fair 6-sided dice are rolled. After observing the outcomes, you must choose exactly 3 of the dice to re-roll once; the remaining dice are kept. Let p be the maximal probability (over all outcome-dependent choices of which 3 dice to re-roll) that the final sum of all dice equals 16. Compute 279936 * p.",34055
16_prompt04_s01,"Kevin rolls 4 independent fair 5-sided dice labeled 1 through 5. After observing the results, he must choose exactly 2 of the dice to re-roll once (the choice may depend on the observed faces). Kevin wants to maximize the probability that the sum of the final 4 faces equals 7. Let p denote this maximal probability under an optimal strategy. Compute the exact value of 15625 * p.",1286
16_prompt04_s03,"Kevin rolls 3 independent fair 4-sided dice labeled 1 through 4. After observing the results, he must choose exactly 2 of the dice to re-roll once (the choice may depend on the observed faces). Kevin wants to maximize the probability that the sum of the final 3 faces equals 6. Let p denote this maximal probability under an optimal strategy. Compute the exact value of 1024 * p.",220
16_prompt04_s04,"Kevin rolls 5 independent fair 5-sided dice labeled 1 through 5. After observing the results, he must choose exactly 2 of the dice to re-roll once (the choice may depend on the observed faces). Kevin wants to maximize the probability that the sum of the final 5 faces equals 18. Let p denote this maximal probability under an optimal strategy. Compute the exact value of 78125 * p.",11739
16_prompt04_s05,"Kevin rolls 5 independent fair 6-sided dice labeled 1 through 6. After observing the results, he must choose exactly 3 of the dice to re-roll once (the choice may depend on the observed faces). Kevin wants to maximize the probability that the sum of the final 5 faces equals 13. Let p denote this maximal probability under an optimal strategy. Compute the exact value of 1679616 * p.",175844
17_prompt01_s01,"Let 17918 be a positive integer. You are allowed to choose an odd integer L > 1 that divides 17918, and then you must form a multiset of complex numbers r_1, ..., r_17918 by taking each L-th root of unity exactly 17918/L times (so the multiset is the full cyclic group of order L, repeated 17918/L times). Fix 3 odd integers d_1, ..., d_3 from the list [25, 5, 3], and for each j let ζ_j be an arbitrary primitive d_j-th root of unity. For each positive integer t and each j, define P_j(t) = ∏_{k=1}^17918 (r_k^t + ζ_j). Let m be the largest positive integer such that there exists a permissible choice of L for which, simultaneously for all j in {1, ..., 3}, the value of P_j(t) is independent of t for every integer t with 1 ≤ t ≤ m. Compute m modulo 216.",30
17_prompt01_s02,"Let 752543 be a positive integer. You are allowed to choose an odd integer L > 1 that divides 752543, and then you must form a multiset of complex numbers r_1, ..., r_752543 by taking each L-th root of unity exactly 752543/L times (so the multiset is the full cyclic group of order L, repeated 752543/L times). Fix 3 odd integers d_1, ..., d_3 from the list [17, 15, 5], and for each j let ζ_j be an arbitrary primitive d_j-th root of unity. For each positive integer t and each j, define P_j(t) = ∏_{k=1}^752543 (r_k^t + ζ_j). Let m be the largest positive integer such that there exists a permissible choice of L for which, simultaneously for all j in {1, ..., 3}, the value of P_j(t) is independent of t for every integer t with 1 ≤ t ≤ m. Compute m modulo 133.",42
17_prompt01_s03,"Let 9952976 be a positive integer. You are allowed to choose an odd integer L > 1 that divides 9952976, and then you must form a multiset of complex numbers r_1, ..., r_9952976 by taking each L-th root of unity exactly 9952976/L times (so the multiset is the full cyclic group of order L, repeated 9952976/L times). Fix 1 odd integers d_1, ..., d_1 from the list [15], and for each j let ζ_j be an arbitrary primitive d_j-th root of unity. For each positive integer t and each j, define P_j(t) = ∏_{k=1}^9952976 (r_k^t + ζ_j). Let m be the largest positive integer such that there exists a permissible choice of L for which, simultaneously for all j in {1, ..., 1}, the value of P_j(t) is independent of t for every integer t with 1 ≤ t ≤ m. Compute m modulo 1190.",96
17_prompt01_s04,"Let 1952 be a positive integer. You are allowed to choose an odd integer L > 1 that divides 1952, and then you must form a multiset of complex numbers r_1, ..., r_1952 by taking each L-th root of unity exactly 1952/L times (so the multiset is the full cyclic group of order L, repeated 1952/L times). Fix 3 odd integers d_1, ..., d_3 from the list [17, 7, 3], and for each j let ζ_j be an arbitrary primitive d_j-th root of unity. For each positive integer t and each j, define P_j(t) = ∏_{k=1}^1952 (r_k^t + ζ_j). Let m be the largest positive integer such that there exists a permissible choice of L for which, simultaneously for all j in {1, ..., 3}, the value of P_j(t) is independent of t for every integer t with 1 ≤ t ≤ m. Compute m modulo 476.",60
17_prompt02_s03,"Let n = 13 be a fixed positive integer. Determine the largest positive integer m for which there exist pairwise distinct, nonzero complex numbers r_1, r_2, ..., r_13 with the property that for every integer j satisfying 1 ≤ j ≤ m and for every s in the set {1, 2, ..., 13}, the product ∏_{k=1}^{13} (r_k^(s j) + 1) is equal to 1. Report the remainder when this maximal m is divided by 7842425.",8190
18_prompt01_s01,"On a toroidal chessboard with wrap-around edges (top connects to bottom, left connects to right), consider a 35×35 grid of unit squares. We place n pieces on distinct squares. For each piece, define its range to be the axis-aligned 9×9 square centered at the piece, interpreted on the torus, so that the range consists of all squares whose Chebyshev (L∞) distance on the torus from the piece is at most 4. Suppose that the range of each piece contains exactly one other piece (no more, no less). What is the maximum possible n?",80
18_prompt01_s04,"On a toroidal chessboard with wrap-around edges (top connects to bottom, left connects to right), consider a 4×400 grid of unit squares. We place n pieces on distinct squares. For each piece, define its range to be the set of all squares whose Chebyshev (L∞) distance on the torus from the piece is at most 3. Suppose that the range of each piece contains exactly one other piece (no more, no less). What is the maximum possible n?",200
18_prompt04_s01,"On a 10x9 grid of unit squares, we place pieces on distinct squares. For a fixed odd integer 3≥3, the range of a piece is the axis-parallel 3x3 square centered at that piece; if this square extends beyond the grid, only the part inside the grid is considered. Each piece must have exactly 1 other piece(s) within its range. Determine the maximum possible number of pieces that can be placed.",30
18_prompt04_s04,"On a 9x9 grid of unit squares, we place pieces on distinct squares. The range of a piece is the axis-parallel 3x3 square centered at that piece; if this square extends beyond the grid, only the part inside the grid is considered. Each piece must have exactly 1 other piece within its range. Determine the maximum possible number of pieces that can be placed.",32
18_prompt05_s02,"On a 5×5 chessboard, we place n pieces on distinct squares. For a piece at (x, y), its range is the axis-aligned rectangle consisting of all squares whose horizontal distance from (x, y) is at most 1 and whose vertical distance is at most 1. Assume that for every piece, there is exactly one other piece inside its range (not counting itself). Determine the maximum possible value of n for this board and these range parameters.",12
19_prompt02_s01,"Consider the sequence {a_n} defined by a_1 = 19/(19^2+1) and, for all n ≥ 1, by the relation a_n^2 = a_{n+1} − 2 a_n^2 a_{n+1}. Compute the residue of floor(1/a_{327}) modulo 69647.",25444
19_prompt02_s02,"Consider the sequence {a_n} defined by a_1 = 9/(9^2+1) and, for all n ≥ 1, by the relation a_n^2 = a_{n+1} − 2 a_n^2 a_{n+1}. Compute the residue of floor(1/a_{249}) modulo 10927897.",6655273
19_prompt02_s05,"Consider the sequence {a_n} defined by a_1 = 47/(47^2+1) and, for all n ≥ 1, by the relation a_n^2 = a_{n+1} − 2 a_n^2 a_{n+1}. Compute the residue of floor(1/a_{358}) modulo 9824279.",1311133
19_prompt03_s02,"Let {a_n} be a sequence defined by a_1 = 70/4901 and, for every n >= 1, by the relation a_n^2 = a_{n+1} - 2a_n^2a_{n+1}. Here [x] denotes the greatest integer not exceeding x. Compute the residue modulo 1124 of [1/a_71].",436
19_prompt03_s03,"Let {a_n} be a sequence defined by a_1 = 375/140626 and, for every n >= 1, by the relation a_n^2 = a_{n+1} - 2a_n^2a_{n+1}. Here [x] denotes the greatest integer not exceeding x. Compute the residue modulo 182405 of [1/a_138].",126300
2_prompt02_s02,Let (a_n) be a real sequence defined for all integers n >= 0 by a_{n+1} = (1 n + 1) 4^{n} - 8 a_n. Determine the minimal possible value of 1/a_0 such that a_{n+1} > a_n holds for every n >= 0.,18
2_prompt03_s01,"Consider the real sequence {a_n} defined by a_{n+1} = 4^{n} - 6 a_{n} for n = 0, 1, 2, .... Determine the infimum of 1/a_0 over all choices of a_0 > 0 such that a_{n+1} > a_{n} holds for every n ≥ 0. Express your answer as an integer depending on 4 and 6.",10
2_prompt03_s02,"Consider the real sequence {a_n} defined by a_{n+1} = 3^{n} - 8 a_{n} for n = 0, 1, 2, .... Determine the infimum of 1/a_0 over all choices of a_0 > 0 such that a_{n+1} > a_{n} holds for every n ≥ 0. Express your answer as an integer depending on 3 and 8.",11
2_prompt03_s03,"Consider the real sequence {a_n} defined by a_{n+1} = 15^{n} - 13 a_{n} for n = 0, 1, 2, .... Determine the infimum of 1/a_0 over all choices of a_0 > 0 such that a_{n+1} > a_{n} holds for every n ≥ 0. Express your answer as an integer depending on 15 and 13.",14
2_prompt03_s04,"Consider the real sequence {a_n} defined by a_{n+1} = 3^{n} - 7 a_{n} for n = 0, 1, 2, .... Determine the infimum of 1/a_0 over all choices of a_0 > 0 such that a_{n+1} > a_{n} holds for every n ≥ 0. Express your answer as an integer depending on 3 and 7.",10
20_prompt01_s01,"Consider the following hyperplane arrangement in R^6. There are exactly 6 axis-parallel families: for each i in {1,...,6}, the family consists of all hyperplanes of the form x_i = constant, with the family sizes given (in order i = 1 to i = 6) by 3, 3, 2, 5, 3, 3. In addition, there are 4 oblique families of hyperplanes whose normals are mutually non-parallel and not parallel to any coordinate axis, with respective family sizes 3, 4, 2, 1. Assume general position in the following precise sense: within any selection of at most 6 distinct families, the set of normal directions is linearly independent; within each family all hyperplanes are distinct and parallel; and no point of R^6 lies on hyperplanes from 7 or more distinct families. Under these hypotheses, how many regions does this entire collection of hyperplanes partition R^6 into? Give your answer as an integer.",160605
20_prompt01_s02,"In three or more dimensions, consider the following hyperplane arrangement in R^5. There are exactly 5 axis-parallel families: for each i in {1,...,5}, the family consists of all hyperplanes of the form x_i = constant, with the family sizes given (in order i=1 to i=5) by 5, 4, 5, 3, 5. In addition, there are 1 oblique families of hyperplanes whose normals are mutually non-parallel and not parallel to any coordinate axis, with respective family sizes 1. Assume general position in the following precise sense: within any selection of at most 5 distinct families, the set of normal directions is linearly independent, and within each family all hyperplanes are distinct and parallel. Under these hypotheses, how many regions does this entire collection of hyperplanes partition R^5 into? Give your answer as an integer.",7140
20_prompt01_s03,"In three or more dimensions, consider the following hyperplane arrangement in R^4. There are exactly 4 axis-parallel families: for each i in {1,...,4}, the family consists of all hyperplanes of the form x_i = constant, with the family sizes given (in order i=1 to i=4) by 4, 2, 2, 3. In addition, there are 3 oblique families of hyperplanes whose normals are mutually non-parallel and not parallel to any coordinate axis, with respective family sizes 3, 1, 3. Assume general position in the following precise sense: within any selection of at most 4 distinct families, the set of normal directions is linearly independent, and within each family all hyperplanes are distinct and parallel. Under these hypotheses, how many regions does this entire collection of hyperplanes partition R^4 into? Give your answer as an integer.",2052
20_prompt01_s04,"In three or more dimensions, consider the following hyperplane arrangement in R^4. There are exactly 4 axis-parallel families: for each i in {1,...,4}, the family consists of all hyperplanes of the form x_i = constant, with the family sizes given (in order i=1 to i=4) by 5, 2, 5, 2. In addition, there are 2 oblique families of hyperplanes whose normals are mutually non-parallel and not parallel to any coordinate axis, with respective family sizes 1, 3. Assume general position in the following precise sense: within any selection of at most 4 distinct families, the set of normal directions is linearly independent, and within each family all hyperplanes are distinct and parallel. Under these hypotheses, how many regions does this entire collection of hyperplanes partition R^4 into? Give your answer as an integer.",1472
